name,material type,seating type,speed,height,length,num inversions,manufacturer,park,status
Storm Rider,na,Motorbike,85,,450,,Zamperla,Xishuangbanna Theme Park,status.operating
Storm Runner,Steel,Sit Down,120,56,806,3,Intamin,Hersheypark,status.operating
Strawberry Junior Coaster,Steel,Sit Down,26,3,,0,Pinfari,Fantasy Island Ingoldmells,status.operating
Stress Express,na,Sit Down,76,36,285,3,Vekoma,Fantawild Dreamland Zhuzhou,status.operating
Stress Express,na,Sit Down,76,36,285,3,Vekoma,Oriental Heritage Jinan,status.operating
Stress Express,na,Sit Down,76,36,285,3,Vekoma,Oriental Heritage Ningbo,status.operating
Stress Express,na,Sit Down,76,36,285,3,Vekoma,Oriental Heritage Wuhu,status.operating
Strom,Steel,Sit Down,45,11,325,0,Pinfari,Magic Park Land,status.operating
Stunning Roller Coaster,na,Spinning,,18,392,1,Golden Horse,Shengming Universal City,status.operating
Stunt Fall,Steel,Sit Down,106,58,367,3,Vekoma,Parque Warner Madrid,status.operating
Super 8er Bahn,Steel,Sit Down,,21,780,0,Pinfari,Wiener Prater,status.operating
Super Dino,na,Sit Down,,,,,na,T-Rex Park Campinas,status.operating
Super Dragon,Steel,Sit Down,25,5,,0,Pinfari,Funland Amusement Park,status.operating
Super Dragon,na,Sit Down,,,,,Pinfari,Treasure Island Amusement Park,status.operating
Super Dragon Coaster,Steel,Sit Down,25,5,,0,Pinfari,Drayton Manor,status.closed.definitely
Super Grover's Box Car Derby,Steel,Sit Down,,,,0,Zierer,SeaWorld Orlando,status.operating
Super Grover's Box Car Derby,Steel,Sit Down,24,4,70,0,Zierer,SeaWorld San Antonio,status.operating
Super Jet,na,Sit Down,,,,,Pinfari,Parque Mutirama,status.operating
Super LS Coaster,Steel,Sit Down,78,,740,3,Meisho Amusement Machines,Kijima Amusement Park,status.operating
Super Manège,Steel,Sit Down,64,23,732,2,Vekoma,La Ronde,status.operating
Super Railway,Steel,Sit Down,,,,0,na,Antibesland,status.operating
Super Railway,Steel,Sit Down,,,,0,Schwarzkopf,Foire,status.operating
Super Roller Coaster,Steel,Spinning,,,,1,Golden Horse,China Dinosaurs Park,status.operating
Super Roller Coaster,Steel,Sit Down,,,,,Gerstlauer,La Récré des trois Curés,status.announced
Super Spinning Coaster,na,Spinning,,18,392,0,Golden Horse,Great Xingdong Tourist World,status.operating
Super Tornado,na,Sit Down,60,19,350,2,Vekoma,Mirabilandia Olinda,status.operating
Super Wirbel,Steel,Sit Down,64,23,732,2,Vekoma,Holiday Park,status.closed.definitely
Superloopen,Steel,Sit Down,,,,1,Pinfari,Furuvik,status.closed.definitely
Superman - Ride Of Steel,Steel,Sit Down,117,60,1630,0,Intamin,Six Flags America,status.operating
Superman - Ultimate Flight,Steel,Flying,82,32,841,2,B&M,Six Flags Great Adventure,status.operating
Superman - Ultimate Flight,Steel,Flying,82,32,853,2,B&M,Six Flags Great America,status.operating
Superman - Ultimate Flight,Steel,Flying,82,32,840,2,B&M,Six Flags Over Georgia,status.operating
Superman Coaster,na,Sit Down,,,,,Pinfari,Jawa Timur Park 1,status.operating
Superman El Último Escape,Steel,Sit Down,120,67,1700,0,Morgan,Six Flags Mexico,status.operating
Superman Escape,Steel,Sit Down,100,40,760,0,Intamin,Warner Bros. Movie World,status.operating
Superman Krypton Coaster,Steel,Floorless,113,51,1227,6,B&M,Six Flags Fiesta Texas,status.operating
Superman la Atraccion de Acero,Steel,Floorless,105,50,1200,7,B&M,Parque Warner Madrid,status.operating
Superman Ultimate Fight,Steel,Sit Down,96,45,,1,Premier Rides,Six Flags Discovery Kingdom,status.operating
Superman: Escape from Krypton,Steel,Sit Down,160,126,376,0,Intamin,Six Flags Magic Mountain,status.operating
Superman: the Ride,Steel,Sit Down,124,63,1646,0,Intamin,Six Flags New England,status.operating
Supersonic Odyssey,Steel,Sit Down,70,38,800,3,Intamin,Berjaya Times Square Theme Park,status.operating
SuperSplash,Steel,Water Coaster,68,24,300,0,Mack,Plopsaland,status.operating
Supersplash,na,Water Coaster,76,29,335,0,Mack,TusenFryd,status.operating
Surfrider,Steel,Spinning,90,40,100,0,Intamin,Atallah Happy Land Park,status.operating
Surfrider,na,Sit Down,,,,0,Intamin,Nickelodeon Universe Theme Park,status.construction
Surfrider,Steel,Sit Down,48,21,70,0,Intamin,Wet'n'Wild Water World,status.operating
Suspended Looping Coaster,Steel,Inverted,,,,4,Golden Horse,Victory Kingdom,status.closed.temporarily
Swamp Fox,Wooden,Sit Down,80,22,805,0,Philadelphia Toboggan Coaster,Family Kingdom Amusement Park,status.operating
Swamp Thing,Steel,Suspended,,,,0,Vekoma,Wild Adventures,status.operating
Switchback,na,Sit Down,,10,233,,I.E. Park,Gulliver's Matlock Bath,status.operating
Switchback,Wooden,Sit Down,66,20,365,,Gravity Group,ZDT's Amusement Park,status.operating
Switchback Railway,Steel,Sit Down,,,,0,na,Southport Pleasureland,status.unknown
T Express,Wooden,Sit Down,104,56,1641,0,Intamin,Everland,status.operating
T3,Steel,Inverted,80,31,662,5,Vekoma,Kentucky Kingdom,status.operating
Tabalugas Achterbahn,Steel,Sit Down,40,9,222,0,Zierer,Holiday Park,status.operating
Tacot en Folie,Steel,Sit Down,,,,0,Soquet,Ange Michel,status.operating
Taiga,Steel,Sit Down,106,52,1104,4,Intamin,Linnanmäki,status.operating
Takabisha,Steel,Sit Down,100,43,1000,7,Gerstlauer,Fuji-Q Highland,status.operating
Take Off,na,Sit Down,,,,,SBF,Soukra Parc,status.operating
Talon,Steel,Inverted,93,41,950,4,B&M,Dorney Park,status.operating
Tami Tami,Steel,Sit Down,35,9,207,0,Vekoma,Port Aventura,status.operating
Tantrum,Steel,Sit Down,85,30,380,3,Gerstlauer,Darien Lake,status.operating
Tarantula,Steel,Spinning,68,22,630,0,Maurer,Parque de Atracciones de Madrid,status.operating
Taron,Steel,Sit Down,117,30,1320,0,Intamin,Phantasialand,status.operating
Tarzungle,Steel,Sit Down,32,6,200,0,Zierer,Zygo park,status.closed.definitely
Tatsu,Steel,Flying,100,52,1097,4,B&M,Six Flags Magic Mountain,status.operating
Taxi Driver,na,Sit Down,,,,,Abc rides,Foire,status.operating
Taxi Jam,Steel,Sit Down,,,,0,Miler Coaster,Canada's Wonderland,status.operating
Technic Coaster,Steel,Sit Down,56,16,400,0,Mack,Legoland California,status.operating
Teeny-weeny,Steel,Sit Down,,,,0,SBF,TusenFryd,status.operating
Tempesto,Steel,Sit Down,100,46,263,1,Premier Rides,Busch Gardens Williamsburg,status.operating
Tennessee Tornado,Steel,Sit Down,101,50,818,3,Arrow,Dollywood,status.operating
Tentomushi,Steel,Sit Down,32,6,199,0,Zierer,Tobu Zoo Park,status.operating
Terror Twister,Steel,Sit Down,105,46,150,2,Maurer,Fantawild Adventure Zhengzhou,status.operating
Terror Twister,Steel,Sit Down,105,46,150,2,Maurer,Nantong Adventure Land,status.operating
Test Strecke ,Steel,Sit Down,80,28,670,2,Schwarzkopf,Foire,status.operating
Texas Giant,Wooden,Sit Down,104,44,1500,0,Dinn Corp.,Six Flags Over Texas,status.retracked
Texas Tornado,Steel,Sit Down,,,914,0,Harry G Traver,Frontierland Family Theme Park,status.closed.definitely
Texas Tornado,Steel,Sit Down,87,35,1120,4,Schwarzkopf,Six Flags AstroWorld,status.closed.definitely
Texas Tornado,Steel,Sit Down,,24,625,2,Hopkins,Wonderland Amusement Park,status.operating
TGV des Etoiles,Steel,Sit Down,,,,0,Soquet,Touroparc,status.closed.definitely
The bat,Steel,Suspended,55,31,750,0,Arrow,Kings Island,status.closed.definitely
The Boss,Wooden,Sit Down,106,46,1540,0,CCI,Six Flags St Louis,status.operating
The Legend,Wooden,Sit Down,93,35,1232,0,CCI,Holiday World,status.operating
The Monster,Steel,Inverted,92,42,1200,6,B&M,Walygator Parc,status.operating
The Raven,Wooden,Sit Down,77,33,832,0,CCI,Holiday World,status.operating
The Shredder,na,Spinning,55,19,921,0,Gerstlauer,Nickelodeon Universe Theme Park,status.construction
The Smiler,Steel,Sit Down,85,30,1170,14,Gerstlauer,Alton Towers,status.operating
The Storm,Steel,Sit Down,,32,800,1,Mack,Etnaland,status.operating
The Swarm,Steel,Wing,,39,775,4,B&M,Thorpe Park,status.operating
The Voyage,Wooden,Sit Down,108,49,1963,0,Gravity Group,Holiday World,status.operating
The Walking Dead - The Ride,Steel,Sit Down,45,13,400,0,Vekoma,Thorpe Park,status.operating
Thirteen,Steel,Sit Down,65,20,756,0,Intamin,Alton Towers,status.operating
Thor's Hammer,Steel,Sit Down,,,,0,Gerstlauer,Djurs Sommerland,status.operating
Three Loop Atomic Coaster,na,na,,,,3,Hebei Zhongye,Water Park,status.operating
Thriller,Steel,Sit Down,87,35,1120,4,Schwarzkopf,Gröna Lund,status.closed.definitely
Thriller,Steel,Sit Down,,,,0,Pinfari,Leolandia,status.closed.definitely
Thrillseeker,Steel,Sit Down,65,14,585,0,S.D.C.,Sea World,status.closed.definitely
Thru-the-Woods Jet Coaster,Steel,Sit Down,,,,0,Sansei Yusoki,Pleasure Garden,status.operating
Thunder Coaster,Steel,Sit Down,63,,450,2,Meisho Amusement Machines,Nasu Highland Park,status.operating
Thunder dolphin,Steel,Sit Down,130,80,1070,0,Intamin,Tokyo Dome City,status.operating
Thunder Eagle,Wooden,Sit Down,,,,0,na,Belle Island Village,status.closed.definitely
Thunder Express,Steel,Sit Down,60,13,716,0,Arrow,Dollywood,status.closed.definitely
Thunder Loop,Steel,Sit Down,75,24,592,1,Schwarzkopf,Attractiepark Slagharen,status.relocated
Thunder Mountain,Steel,Sit Down,46,13,335,0,Pinfari,Flamingo Land Theme Park and Zoo,status.closed.definitely
Thunder Road (Left),Wooden,Sit Down,93,28,1164,0,Philadelphia Toboggan Coaster,Carowinds,status.closed.definitely
Thunder Road (Right),Wooden,Sit Down,93,28,1164,,Philadelphia Toboggan Coaster,Carowinds,status.closed.definitely
Thunder Run,Steel,Sit Down,64,10,330,0,Mack,Canada's Wonderland,status.operating
Thunder Run,Wooden,Sit Down,85,27,869,0,Dinn Corp.,Kentucky Kingdom,status.operating
Thunderation,Steel,Sit Down,77,25,921,0,Arrow,Silver Dollar City,status.operating
Thunderbird,Steel,Wing,100,43,925,4,B&M,Holiday World,status.operating
Thunderbird,Wooden,Sit Down,75,27,850,0,GCI,PowerPark,status.operating
Thunderbolt,Steel,Sit Down,,,,0,na,Celebration City,status.closed.definitely
Thunderbolt,Steel,Sit Down,87,31,1207,2,Meisho Amusement Machines,Dreamworld,status.closed.definitely
Thunderbolt,Steel,Sit Down,,7,,0,Zierer,Grove Land,status.closed.definitely
Thunderbolt,Steel,Sit Down,89,29,880,0,ACE Coaster Classic,Kennywood,status.operating
Thunderbolt,na,Sit Down,,35,680,4,Zamperla,Luna Park,status.operating
Thunderbolt,Wooden,Sit Down,,,,,John Miller,Luna Park,status.closed.definitely
Thunderbolt,Wooden,Sit Down,,21,873,0,Joseph Drambour,Six Flags New England,status.operating
Thunderchariot,na,Sit Down,85,35,675,4,Zamperla,Discoveryland,status.operating
Thundercoaster,Wooden,Sit Down,93,32,950,0,Vekoma,TusenFryd,status.operating
Thunderhawk,Wooden,Sit Down,64,24,845,0,Philadelphia Toboggan Coaster,Dorney Park,status.operating
Thunderhawk,Steel,Inverted,80,33,689,5,Vekoma,Geauga Lake,status.closed.definitely
Thunderhawk,Steel,Inverted,80,33,689,5,Vekoma,Michigan's Adventure,status.operating
Thunderhead,Wooden,Sit Down,89,31,985,0,GCI,Dollywood,status.operating
Thunderlooper,Steel,Sit Down,85,42,220,0,Schwarzkopf,Alton Towers,status.closed.definitely
Tic-Tac Tornado,Steel,Sit Down,,,,2,Soquet,Silesian Amusement Park,status.operating
Tickler,Steel,Sit Down,,,,0,Zamperla,Luna Park,status.operating
Tidal Wave,Steel,Sit Down,92,42,263,1,Schwarzkopf,California's Great America ,status.closed.definitely
Tidal Wave,Steel,Sit Down,76,36,285,3,Vekoma,Trimper's Rides,status.operating
Tig'rr Coaster,na,Sit Down,50,14,538,,Schwarzkopf,Indiana Beach,status.operating
Tiger Express,Steel,Sit Down,45,14,370,0,Mack,La Mer de Sable,status.operating
Tiger Leaping Gorge,Steel,Water Coaster,,31,390,0,Mack,Colourful Yunnan Happy World,status.operating
Tiger Trek,na,Sit Down,,,,,Wisdom Rides ,Oakland Zoo,status.operating
Tigor Mountain,Steel,Sit Down,,,,0,Vekoma,Beto Carrero World,status.operating
Tigris,Steel,Sit Down,100,46,260,1,Premier Rides,Busch Gardens Tampa,status.operating
Tiki Waka,Steel,Sit Down,55,20,500,0,Gerstlauer,Walibi Belgium,status.operating
Tikitoc Train,na,Sit Down,16,,112,,Interpark,Seoul Land,status.operating
Timber,Wooden,Sit Down,65,17,446,0,Gravity Group,Walibi Rhône Alpes,status.operating
Timber Drop,Steel,Sit Down,66,30,420,2,S&S,Fraispertuis City,status.operating
Timber Ride,Steel,Sit Down,26,3,60,0,Zierer,Legoland Billund,status.closed.definitely
Timber Terror,Steel,Sit Down,89,26,823,0,CCI,Silverwood Theme Park,status.operating
Timber Twister,Steel,Sit Down,,,,0,Zierer,Gilroy Gardens Family Theme Park,status.operating
Timber Wolf,Wooden,Sit Down,85,31,1290,0,Dinn Corp.,Worlds of Fun,status.operating
Timberhawk: Ride of Prey,Steel,Sit Down,81,23,793,0,S&S,Wild Waves Theme Park,status.operating
Timberline Twister,Steel,Sit Down,,9,,0,Bradley & Kaye,Knott's Berry Farm,status.operating
Time Machine,Steel,Sit Down,105,46,1139,6,B&M,Freestyle Music Park,status.closed.definitely
Time Travel,Wooden,Sit Down,94,32,1122,,Gravity Group,Hot Go Park,status.operating
Time Traveler,Steel,Spinning,80,30,920,3,Mack,Silver Dollar City,status.operating
Time Warp,Steel,Flying,41,15,391,2,Zamperla,Canada's Wonderland,status.operating
Tiny Toot,Steel,Sit Down,,,,0,Zamperla,Silverwood Theme Park,status.operating
Titánide,Steel,Inverted,80,33,689,5,Vekoma,Terra Mítica,status.operating
Titan,Steel,Sit Down,137,75,1619,0,Giovanola,Six Flags Over Texas,status.operating
Titan MAX,Steel,Sit Down,115,54,1530,0,Arrow,Space World,status.closed.definitely
TMNT Shellraiser,na,Sit Down,100,43,1000,7,Gerstlauer,Nickelodeon Universe Theme Park,status.construction
TNT Tren de la Mina,Steel,Sit Down,,17,450,0,Gerstlauer,Parque de Atracciones de Madrid,status.operating
Toboggan,na,na,,,,0,Chance Rides,Conneaut Lake Park,status.operating
Toboggan,Steel,Sit Down,,,,0,na,Foire,status.operating
Toboggan,na,Sit Down,,14,137,,Chance Rides,Lakemont Park,status.closed.temporarily
Toboggan Nordique,Steel,Sit Down,18,13,270,0,Zamperla,La Ronde,status.operating
Tobot Train,na,Sit Down,,,119,,Zamperla,Seoul Land,status.operating
Toirog Zam,Steel,Sit Down,,,,4,Hebei Zhongye,Nairamdal Park,status.operating
Tokaida,Steel,Sit Down,40,7,195,0,Pinfari,Luneur,status.operating
Tokaido,Steel,Sit Down,,,,0,Pinfari,Europark Idroscalo,status.operating
Tokaido,Steel,Sit Down,40,7,195,0,na,Tivoli World,status.operating
Tokaido Express 2,Steel,Sit Down,40,6,180,0,Mack,Foire,status.operating
Tokio express,Steel,Sit Down,,,,0,Soquet,Foire,status.operating
Tokito,Steel,Sit Down,,,,,na,Foire,status.operating
Tom and Jerry Swiss Cheese Spin,Steel,Spinning,50,18,460,0,Zamperla,Warner Bros. World Abu Dhabi,status.operating
Tom y Jerry,Steel,Sit Down,36,8,360,0,Zierer,Parque Warner Madrid,status.operating
Tomahawk,Wooden,Sit Down,48,14,440,0,CCI,Port Aventura,status.operating
Tonnerre de Zeus,Wooden,Sit Down,84,30,1233,0,CCI,Parc Asterix,status.operating
Toos Express,Steel,Sit Down,60,12,320,0,Vekoma,Toverland,status.operating
Top Thrill Dragster,Steel,Sit Down,192,128,853,0,Intamin,Cedar Point,status.operating
Topozorro,Steel,Sit Down,,,,0,Pinfari,Cavallino Matto,status.operating
Torbellino,Steel,Sit Down,,,340,0,Beijing Jiuhua,Parque de la Costa,status.operating
Tornado,Steel,Sit Down,93,28,866,0,William J. Cobb,Adventureland,status.operating
Tornado,Steel,Spinning,,,420,0,na,Ange Michel,status.operating
Tornado,Steel,Sit Down,70,25,460,2,Vekoma,Avonturenpark Hellendoorn,status.operating
Tornado,Steel,Spinning,,10,300,0,Intamin,Bakken,status.operating
Tornado,na,Sit Down,,,,,Vekoma,Bosque Mágico,status.operating
Tornado,Steel,Sit Down,,,,0,Zamperla,Dennlys Parc,status.closed.definitely
Tornado,na,Sit Down,,,,,na,Grano de Oro,status.operating
Tornado,Steel,Sit Down,,,,2,Soquet,Legendia,status.operating
Tornado,na,Sit Down,72,24,,2,Pinfari,M&D Scotland's Theme Park,status.operating
Tornado,Steel,Sit Down,,,,0,Zamperla,MGM Dizzee World,status.operating
Tornado,Steel,Inverted,80,30,800,3,Intamin,Parque de Atracciones de Madrid,status.operating
Tornado,Steel,Inverted,75,25,700,5,Intamin,Särkänniemi Amusement Park,status.operating
Tornado,Steel,Sit Down,,,,0,Schwarzkopf,Salitre Magico,status.operating
Tornado,na,Sit Down,71,,872,,Schwarzkopf,Salitre Magico,status.operating
Tornado,Steel,Sit Down,80,40,310,3,Vekoma,Sommerland Syd,status.closed.definitely
Tornado,Steel,Sit Down,70,22,370,2,Vekoma,Tokyo Summerland,status.operating
Tornado,Steel,Sit Down,64,23,725,2,Vekoma,Walibi Belgium,status.closed.definitely
Tourbillon,Steel,Sit Down,,,,0,Gosetto,Ange Michel,status.operating
Tower of Terror,Steel,Sit Down,95,50,,0,Ronald Bussink,Gold Reef City,status.operating
Tower of Terror II,Steel,Sit Down,160,115,372,0,Intamin,Dreamworld,status.operating
Trailblazer,Steel,Sit Down,,,,0,Arrow,Hersheypark,status.operating
Train de la Mine,Steel,Sit Down,60,12,,0,Soquet,Didiland,status.closed.definitely
Train de la Mine,Steel,Sit Down,,,,0,Soquet,Papea Parc,status.operating
Train de la Mine,Steel,Sit Down,,,,0,SBF,Piratland,status.operating
Train de Mine,Steel,Sit Down,22,5,165,0,S.D.C.,Foire,status.unknown
Train de Mine,Steel,Sit Down,,,,0,na,Parc de la Toison d'Or,status.closed.definitely
Train de Mine,Steel,Sit Down,,,,0,Soquet,Parc du Bocasse,status.operating
Train de mines,Steel,Sit Down,,,,0,na,Lunapark Fréjus,status.operating
Train du Colorado,Steel,Sit Down,60,12,,0,Soquet,La Mer de Sable,status.closed.definitely
Train of Potosi,Steel,Sit Down,,,,0,Zamperla,Isla Magica,status.operating
Tranan,Steel,4th Dimension,40,20,500,0,S&S,Skara Sommarland,status.operating
Trapper Slider,na,Alpine,,,1250,0,Wiegand,Fort Fun Abenteuerland,status.operating
Traumatizer,Steel,Inverted,80,34,689,5,Vekoma,Southport Pleasureland,status.closed.definitely
Tree Topper,Wooden,Sit Down,56,18,427,0,William J. Cobb,Upper Clements Theme Park,status.operating
Treetops Rollercoaster,Steel,Sit Down,36,8,360,0,Zierer,Oakwood,status.operating
Tremors,Wooden,Sit Down,96,31,915,0,CCI,Silverwood Theme Park,status.operating
Tren Bravo (Left),Steel,Sit Down,45,6,394,0,Zamperla,Terra Mítica,status.closed.temporarily
Tren Bravo (Right),Steel,Sit Down,45,6,394,0,Zamperla,Terra Mítica,status.closed.temporarily
Tren Minero,na,Sit Down,,,,,SBF,Coney Park,status.operating
Tren Minero,na,Sit Down,,,,,Vekoma,Fantasilandia,status.operating
Treno delle miniere,Steel,Sit Down,,,,0,Pinfari,Luneur,status.operating
Triops,Steel,Sit Down,80,40,310,3,Vekoma,Bagatelle,status.operating
Trombi,Steel,Flying,41,15,391,2,Zamperla,Särkänniemi Amusement Park,status.operating
TRON Legacy Coaster,Steel,Motorbike,95,24,970,0,Vekoma,Disney's Magic Kingdom,status.construction
Tron Lightcycle Power Run,Steel,Motorbike,95,24,970,0,Vekoma,Shanghai Disneyland,status.operating
Troublesome Trucks,Steel,Sit Down,,,,0,Gerstlauer,Drayton Manor,status.operating
Troy,Wooden,Sit Down,87,32,1077,0,GCI,Toverland,status.operating
Truck Race,na,Sit Down,,,,,SBF,VulQano Park,status.operating
Tsunami,Steel,Inverted,,20,350,3,Pinfari,Foire,status.operating
Tsunami,Steel,Sit Down,87,35,1120,4,Schwarzkopf,Isla San Marcos Parque Temático,status.operating
Tsunami,Steel,Inverted,61,20,350,2,Pinfari,M&D Scotland's Theme Park,status.closed.definitely
Tsunami,Steel,Sit Down,36,8,360,0,Zierer,Six Flags Mexico,status.operating
Tuff-Tuff Tåget,Steel,Sit Down,7,2,80,0,Zamperla,Gröna Lund,status.operating
Tulireki,Steel,Sit Down,58,17,336,0,Mack,Linnanmäki,status.operating
Tumbleweed,Steel,Sit Down,,,,0,na,Ghost Town Village,status.unknown
Turbo coaster,Steel,Sit Down,,11,365,1,Pinfari,Brighton pier,status.operating
Turbo Drachen,Steel,Suspended,36,,470,0,Abc rides,Potts Park,status.operating
Turbo Track,Steel,Sit Down,102,64,180,0,Intamin,Ferrari World,status.operating
Turbulence,na,Spinning,64,17,382,,Mack,Adventureland NY,status.operating
Tweestryd,Steel,Sit Down,60,20,218,0,Vekoma,Wildlands Adventure Zoo Emmen,status.operating
Twin Helix,Steel,na,,,,0,na,Daqing Oilfield Paradise,status.operating
Twin Looper,Steel,Sit Down,,,,2,Soquet,American Adventure Theme Park,status.closed.definitely
Twin Spiral Dragon Coaster,na,Sit Down,,,,,Zamperla,Knightly's Funfair,status.operating
Twist 'n' Shout,Steel,Sit Down,,,,0,Zamperla,Family Kingdom Amusement Park,status.operating
Twist 'n' Shout,Steel,Sit Down,,,,0,Zamperla,Magic Springs & Crystal Falls,status.operating
Twist and Joust,na,Spinning,,,,,EOS rides,Gulliver's Milton Keynes,status.operating
Twist and Shout,Steel,Sit Down,66,19,554,1,Schwarzkopf,Loudoun Castle,status.operating
Twisted Colossus,Hybrid,Sit Down,92,37,1520,2,RMC,Six Flags Magic Mountain,status.operating
Twisted Cyclone,Hybrid,Sit Down,81,31,732,3,RMC,Six Flags Over Georgia,status.operating
Twisted Timbers,Hybrid,Sit Down,87,34,1024,3,RMC,Kings Dominion,status.operating
Twisted Twins,Wooden,Sit Down,89,24,914,0,CCI,Kentucky Kingdom,status.retracked
Twister,Steel,Spinning,,,,,SBF,Crealy Adventure Park,status.operating
Twister,Wooden,Sit Down,61,15,480,0,Gravity Group,Gröna Lund,status.operating
Twister,Steel,Spinning,,,465,0,Maurer,Habtoorland,status.operating
Twister,Wooden,Sit Down,83,31,1189,0,Philadelphia Toboggan Coaster,Knoebels,status.operating
Twister,Steel,Sit Down,47,13,420,0,Reverchon,Lightwater Valley,status.operating
Twister,na,Inverted,75,32,788,4,Beijing Jiuhua,Quancheng Euro Park,status.operating
Twister Coaster,Steel,Sit Down,,,,0,Golden Horse,Chimelong Paradise,status.closed.definitely
Twister II,Wooden,Sit Down,80,31,1414,0,Hensel Phelps Construction Co.,Elitch Gardens,status.operating
Twister Mountain,Steel,Sit Down,,,,0,Zamperla,Belle Island Village,status.closed.definitely
Twister Mountain ,Steel,Sit Down,,,,0,Zamperla,Leolandia,status.operating
Twistosaurus,Steel,Spinning,28,8,175,0,Zamperla,Flamingo Land Theme Park and Zoo,status.operating
Twistrix,Steel,Spinning,,,,0,Maurer,Drievliet Family Park,status.operating
Two-Face: The Flip Side,Steel,Inverted,81,49,309,3,Vekoma,Six Flags America,status.relocated
Tyfonen,Steel,Sit Down,47,13,420,0,Zamperla,Tivoli Friheden,status.operating
Tyfoon,Steel,Sit Down,40,11,388,0,Zierer,DippieDoe Familiepark,status.operating
Typhoon,Steel,Sit Down,80,26,670,4,Gerstlauer,Bobbejaanland,status.operating
Typhoon Coaster,Steel,Water Coaster,86,43,525,0,Intamin,The Land of Legends,status.operating
Tyrolean Tubtwist,na,Sit Down,,,,,na,Joyland Childrens Fun Park,status.operating
U-shaped Roller Coaster,Steel,Wing,100,57,177,0,Intamin,Victory Kingdom,status.closed.temporarily
Ukko,Steel,Sit Down,105,46,150,2,Maurer,Linnanmäki,status.operating
Ulat Coaster,na,Sit Down,,,,,Golden Horse,Jawa Timur Park 1,status.operating
Ultimate,Steel,Sit Down,80,48,2268,0,Big Country Mitioneering,Lightwater Valley,status.operating
Ultra Twister,na,Pipeline,,,,0,Togo,Brazilian Park Washuzan Highland,status.operating
Ultra Twister,Steel,Pipeline,71,29,420,3,Togo,Nagashima Spa Land,status.operating
Ultra Twister,na,Pipeline,,35,,4,Togo,Rusutsu Resort,status.operating
Ultra Twister,Steel,Pipeline,71,29,426,3,Togo,Six Flags AstroWorld,status.closed.definitely
Ultra Twister Megaton,Steel,Pipeline,70,30,360,3,Togo,Greenland,status.operating
Underground,Steel,Sit Down,,,300,0,CCI,Adventureland,status.operating
Undertow,Steel,Spinning,64,15,430,0,Maurer,Santa Cruz Beach Boardwalk,status.operating
Unknown,Steel,Sit Down,,,,0,Pinfari,Bagatelle,status.closed.definitely
unknown,na,Sit Down,,,,,Intamin,Chengdu Wanda City,status.construction
Unknown,Steel,Sit Down,,,,1,na,Chongqing Amusement Park,status.closed.definitely
Unknown,Steel,Sit Down,,,,0,na,Chongqing Huahuiyuan,status.operating
Unknown,Steel,Sit Down,,,,0,Golden Horse,Chongqing Zoo,status.operating
Unknown,Steel,Sit Down,,,,,Intamin,Dream Island,status.announced
Unknown,Steel,Sit Down,,,,,Vekoma,EPCOT,status.construction
Unknown,na,Sit Down,,,,,Mack,Europa Park,status.announced
Unknown,Steel,Sit Down,,,,0,Beijing Jiuhua,Floraland,status.operating
unknown,na,Wing,,,,,B&M,Happy Valley Nanjing,status.announced
unknown,na,Sit Down,,,,,Intamin,Happy Valley Nanjing,status.announced
unknown,na,Suspended,,,,,Vekoma,Happy Valley Nanjing,status.announced
Unknown,Steel,Sit Down,,,,3,na,Huachong Park,status.operating
unknown,na,Spinning,,,,,Beijing Jiuhua,Huayi Brothers Movie World,status.operating
unknown,na,Sit Down,,,,,Golden Horse,Huayi Brothers Movie World,status.operating
Unknown,Steel,Sit Down,,,,0,B&M,Kings Island,status.rumored
Unknown,na,Sit Down,,,,6,Intamin,Ocean Paradise,status.construction
unknown,na,Sit Down,,,,,Golden Horse,Oriental Heritage Jinan,status.operating
Unknown,na,Sit Down,,,,,na,Parque de Atracciones de Plaza Mayor,status.operating
Unknown,na,Sit Down,,,,,na,Parque de Ferias San Jacinto,status.operating
Unknown,na,Sit Down,,,,,na,Quanzhou Amusement Park,status.operating
Unknown,na,Sit Down,,,,,Zamperla,Robotland Theme Park,status.announced
Unknown,na,Sit Down,,22,,,Vekoma,Tripsdrill,status.announced
Unknown,Steel,Sit Down,,,,0,na,Zhanggongshan Park,status.operating
Unknown (Air Force),na,Suspended,11,5,100,0,Zamperla,Wonderland Eurasia,status.construction
Unknown (Intamin),na,Spinning,,,,,Intamin,Ocean Paradise,status.construction
Unknown (Suspended Loop Coaster),na,Suspended,,,,4,Beijing Shibaolai,Silk Road Culture Expo Park,status.unknown
Unknown (Vekoma Boomerang),na,Sit Down,76,36,285,3,Vekoma,Silk Road Culture Expo Park,status.unknown
Unknown 2,na,Sit Down,,,,,na,Grano de Oro,status.operating
Unknown 2,na,Sit Down,,,,,na,Parque de Ferias San Jacinto,status.operating
Unknown Blitz Coaster (Jurassic Park),Steel,Sit Down,,,,0,Intamin,Universal Studios Islands of Adventure,status.rumored
Unknown Duelling Launch Coaster,Steel,na,,,,0,na,Universal's Epic Universe,status.rumored
Unknown Family Shuttle,Steel,Sit Down,,,,0,Vekoma,Tayto Park,status.rumored
Unknown Launch Coaster,Steel,Sit Down,90,,,2,Premier Rides,SeaWorld Orlando,status.rumored
